software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,146,VoidMethodCallMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,147,VoidMethodCallMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,150,SwitchMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,157,VoidMethodCallMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,163,VoidMethodCallMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,168,VoidMethodCallMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,179,VoidMethodCallMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,186,VoidMethodCallMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,216,VoidMethodCallMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,220,VoidMethodCallMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,224,VoidMethodCallMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,228,VoidMethodCallMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,233,VoidMethodCallMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,234,VoidMethodCallMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,239,VoidMethodCallMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,243,VoidMethodCallMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,244,VoidMethodCallMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,248,VoidMethodCallMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,253,VoidMethodCallMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,257,RemoveConditionalMutator_EQUAL_ELSE,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,257,RemoveConditionalMutator_EQUAL_IF,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,computeEntry,258,VoidMethodCallMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,emaTypes,58,RemoveConditionalMutator_EQUAL_ELSE,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,emaTypes,58,RemoveConditionalMutator_EQUAL_IF,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,emaTypes,61,MathMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,emaTypes,61,RemoveConditionalMutator_EQUAL_ELSE,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,emaTypes,61,RemoveConditionalMutator_EQUAL_IF,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,emaTypes,65,EmptyObjectReturnValsMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,entry,35,RemoveConditionalMutator_EQUAL_ELSE,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,entry,82,RemoveConditionalMutator_ORDER_IF,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,entry,86,RemoveConditionalMutator_EQUAL_ELSE,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,entry,87,NullReturnValsMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,parseEntries,41,ConditionalsBoundaryMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,parseEntries,41,RemoveConditionalMutator_ORDER_ELSE,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,parseEntries,41,RemoveConditionalMutator_ORDER_IF,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,parseEntries,43,RemoveConditionalMutator_EQUAL_ELSE,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,parseEntries,43,RemoveConditionalMutator_EQUAL_IF,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,parseEntries,48,ConditionalsBoundaryMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,parseEntries,48,RemoveConditionalMutator_ORDER_ELSE,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,parseEntries,48,RemoveConditionalMutator_ORDER_IF,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,parseEntries,50,VoidMethodCallMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,parseEntries,51,NullReturnValsMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,parseEntries,53,NullReturnValsMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,refPriceToleranceBps,74,RemoveConditionalMutator_EQUAL_ELSE,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,refPriceToleranceBps,74,RemoveConditionalMutator_EQUAL_IF,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,refPriceToleranceBps,75,NullReturnValsMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,refPriceToleranceBps,78,NullReturnValsMutator,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,refPriceToleranceBps,78,RemoveConditionalMutator_EQUAL_ELSE,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,refPriceToleranceBps,78,RemoveConditionalMutator_EQUAL_IF,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,validateNoEmaTypes,274,RemoveConditionalMutator_EQUAL_ELSE,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,validateNoEmaTypes,274,RemoveConditionalMutator_EQUAL_IF,SURVIVED
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,validateNoRefPrice,268,RemoveConditionalMutator_EQUAL_ELSE,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.ScopeReaderRecord,validateNoRefPrice,268,RemoveConditionalMutator_EQUAL_IF,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.Securitize,oracleType,18,NullReturnValsMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.SplBalance,oracleType,10,NullReturnValsMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.SplStake,oracleType,10,NullReturnValsMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.StakedSolBalance,oracleType,10,NullReturnValsMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.SwitchboardOnDemand,oracleType,13,NullReturnValsMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.TotalMintSupply,oracleType,13,NullReturnValsMutator,NO_COVERAGE
software.sava.idl.clients.kamino.scope.entries.Unused,oracleType,9,NullReturnValsMutator,NO_COVERAGE
